STAZIONE FS;AEROPORTO;CODICE IDENTIFICATIVO;SALA CONFERENZE;PARCHEGGIO;PROVINCIA;IMPIANTI RISALITA;DENOMINAZIONE;SITO WEB;STELLE;TERMALE;ACCESSO AI DISABILI;PERIFERIA;FAX;NUOVA CLASSIFICAZIONE LR11;TELEFONO;COLLINARE;COMUNE;NUMERO CIVICO;INDIRIZZO;SOLARIUM;EMAIL;ZONA FIERA;LAGO;SPAGNOLO;INTERNO;CAP;AUTOSTRADA;FITNESS;GIOCHI BIMBI;TIPOLOGIA SECONDARIA;CATEGORIA;SAUNA;ZONA;INGLESE;ALTRI SERVIZI;CENTRO STORICO;ARIA CONDIZIONATA;LOCALITA;MARE;ANIMALI AMMESSI;PISCINA;TEDESCO;CHIUSURA TEMPORANEA;RISTORANTE;FRANCESE;TIPOLOGIA;PISCINA COPERTA;DATA ULTIMA MODIFICA
FALSO;FALSO;4902;FALSO;VERO;PADOVA;FALSO;LA CAMPAGNOLA;www.albergolacampagnola.it;1 *;FALSO;VERO;FALSO;429809120;;0429809120 - 0429809200;FALSO;URBANA;334;Via San Salvaro;FALSO;lacampagnola8@gmail.com;FALSO;FALSO;FALSO;;35040;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;FALSO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;ALBERGO;FALSO;20/12/2016
FALSO;FALSO;4715;FALSO;VERO;PADOVA;FALSO;LA CORTE;www.lacortehotel.info;1 *;FALSO;FALSO;FALSO;499764161;1 *;495807277;FALSO;CORREZZOLA;6;Via Petite Foret;FALSO;lacortehotel@gmail.com;FALSO;FALSO;FALSO;;35020;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;ALBERGO;FALSO;18/08/2017
FALSO;FALSO;4676;FALSO;VERO;PADOVA;FALSO;LANTERNA;www.albergolanterna.it;1 *;VERO;FALSO;FALSO;498638170;;498669018;FALSO;ABANO TERME;10;Via  A.Volta;FALSO;info@albergolanterna.it;FALSO;FALSO;FALSO;;35031;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;VERO;FALSO;VERO;VERO;ALBERGO;FALSO;27/02/2018
FALSO;FALSO;4861;FALSO;VERO;PADOVA;FALSO;LOCANDA MANTEGNA;;1 *;FALSO;FALSO;FALSO;499696708;1 *;495590096;FALSO;PIAZZOLA SUL BRENTA;45/47;Via Rolando;FALSO;serena.pretto@libero.it;FALSO;FALSO;FALSO;;35016;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;FALSO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;ALBERGO;FALSO;26/05/2017
FALSO;FALSO;4663;FALSO;VERO;PADOVA;FALSO;ABANO BELVEDERE HOTEL TERME;www.termebelvedere.it;2 **;VERO;FALSO;FALSO;498602413;;498602409;FALSO;ABANO TERME;21;V.le delle Terme;FALSO;belvedere@termebelvedere.it;FALSO;FALSO;FALSO;;35031;FALSO;FALSO;FALSO;Albergo;;VERO;terme-euganee;VERO;;VERO;VERO;;FALSO;VERO;VERO;VERO;FALSO;VERO;VERO;ALBERGO;FALSO;15/02/2018
FALSO;FALSO;4743;FALSO;VERO;PADOVA;FALSO;ALBERGO AL CAPITELLO;www.alcapitello.it;2 **;FALSO;FALSO;VERO;42988026;2 **;42988026;FALSO;MEGLIADINO SAN VITALE;12;Via Capitello;FALSO;info@alcapitello.it;FALSO;FALSO;FALSO;;35040;FALSO;FALSO;VERO;Albergo;;FALSO;padova;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4689;FALSO;VERO;PADOVA;FALSO;ALBERGO AL CATAIO;www.hotelalcataio.eu;2 **;VERO;FALSO;FALSO;499100802;2 **;499100801;FALSO;BATTAGLIA TERME;16;Via Galzignana;FALSO;info@hotelalcataio.eu;FALSO;FALSO;FALSO;;35041;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;FALSO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;ALBERGO;FALSO;19/05/2017
FALSO;FALSO;4823;FALSO;FALSO;PADOVA;FALSO;ALBERGO AL FAGIANO;www.alfagiano.com;2 **;FALSO;FALSO;FALSO;498210184;2 **;498753396;FALSO;PADOVA;45;Via Locatelli;FALSO;info@alfagiano.com;FALSO;FALSO;FALSO;;35123;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;ARIA CONDIZIONATA CON IMPIANTO NON CENTR;VERO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;ALBERGO;FALSO;04/07/2017
FALSO;FALSO;4872;FALSO;VERO;PADOVA;FALSO;ALBERGO ALLA STELLA;;2 **;FALSO;FALSO;FALSO;499462117;2 **;0495952147 - 0499462117;FALSO;SAN MARTINO DI LUPARI;173;Via C. Agostini;FALSO;trattoriaallastella@tin.it;FALSO;FALSO;FALSO;;35018;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;ARIA CONDIZIONATA CON IMPIANTO NON CENTR;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;ALBERGO;FALSO;18/09/2015
VERO;FALSO;4825;FALSO;VERO;PADOVA;FALSO;ALBERGO ARCELLA;www.hotelarcella.com;2 **;FALSO;FALSO;FALSO;49605581;2 **;49605581;FALSO;PADOVA;7;Via Jacopo D'Avanzo;FALSO;info@hotelarcella.com;VERO;FALSO;FALSO;;35100;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;FALSO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4826;FALSO;FALSO;PADOVA;FALSO;ALBERGO AURORA;;2 **;FALSO;FALSO;FALSO;49651767;2 **;49651767;FALSO;PADOVA;54;Via Michele Sanmicheli;FALSO;hotelaurora.pd@libero.it;FALSO;FALSO;FALSO;;35123;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;ARIA CONDIZIONATA CON IMPIANTO NON CENTR;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;ALBERGO;FALSO;10/05/2017
FALSO;FALSO;4748;FALSO;VERO;PADOVA;FALSO;ALBERGO CAVALLINO;web.tiscali.it/albergocavallino;2 **;FALSO;FALSO;FALSO;42972242;2 **;42972242;FALSO;MONSELICE;2;Via Petrarca;FALSO;albergocavallino@tiscali.it;FALSO;FALSO;FALSO;;35043;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;VERO;;VERO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;VERO;FALSO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4719;FALSO;FALSO;PADOVA;FALSO;ALBERGO LEON D' ORO;www.leondoroeste.it;2 **;FALSO;FALSO;FALSO;4293072;2 **;0429602949-04292955;FALSO;ESTE;20;V.le Fiume;FALSO;albergo.leondoro@virgilio.it;FALSO;FALSO;FALSO;;35042;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4754;FALSO;VERO;PADOVA;FALSO;ALBERGO RIST. ANTICA TOSCA;;2 **;FALSO;FALSO;VERO;;2 **;042981568 - 0429804211;FALSO;MONTAGNANA;;Viale Trento;FALSO;anticatosca@gmail.com;FALSO;FALSO;VERO;;35044;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;VERO;VERO;ALBERGO;FALSO;14/02/2018
FALSO;FALSO;4741;FALSO;VERO;PADOVA;FALSO;ALBERGO RISTORANTE NAPOLEONE (DIPENDENZA);www.albergoristorantenapoleone.it;2 **;FALSO;FALSO;VERO;495720186;2 **;499395113;FALSO;MASSANZAGO;63;Via Stradona;FALSO;info@albergoristorantenapoleone.it;FALSO;FALSO;FALSO;;35010;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;FALSO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4701;FALSO;VERO;PADOVA;FALSO;ALBERGO ROMA;www.albergoresidenceroma.it;2 **;FALSO;FALSO;FALSO;499314399;2 **;499314301;FALSO;CAMPOSAMPIERO;57/B;Borgo Trento Trieste;FALSO;information@albergoresidenceroma.it;FALSO;FALSO;FALSO;;35012;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;Prese PC e Fax, WI-FI su tutto l'Hotel;VERO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;ALBERGO;FALSO;13/05/2016
FALSO;FALSO;4704;FALSO;VERO;PADOVA;FALSO;BAR ALBERGO PRINCE;;2 **;FALSO;FALSO;FALSO;499431351;2 **;495957091;FALSO;CARMIGNANO DI BRENTA;52;Via Marconi;FALSO;jia.jun@hotmail.it;FALSO;FALSO;FALSO;;35010;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;ALBERGO;FALSO;21/11/2017
FALSO;FALSO;4828;FALSO;VERO;PADOVA;FALSO;HOTEL BELLUDI 37;www.belludi37.it;2 **;FALSO;FALSO;FALSO;49658685;;49665633;FALSO;PADOVA;37;Via  L. Belludi;FALSO;info@belludi37.it;FALSO;FALSO;VERO;;35123;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;ARIA CONDIZIONATA CON IMPIANTO NON CENTR;VERO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;VERO;ALBERGO;FALSO;15/02/2018
FALSO;FALSO;4723;FALSO;VERO;PADOVA;FALSO;HOTEL EUROPA;www.albergoeuropa.it;2 **;FALSO;FALSO;VERO;495940913;2 **;495940913;FALSO;FONTANIVA;49;Via A. Velo;FALSO;spiga.orazio@libero.it;FALSO;FALSO;FALSO;;35014;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;VERO;VERO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4862;FALSO;VERO;PADOVA;FALSO;HOTEL FLORIDA;www.floridahotel.eu;2 **;FALSO;FALSO;FALSO;490961613;2 **;490961615;FALSO;PIOVE DI SACCO;43;Via Alessio Valerio;FALSO;prenotazione@floridahotel.eu;FALSO;FALSO;VERO;;35028;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;wi-fi, connessione Internet;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;VERO;VERO;ALBERGO;FALSO;09/05/2016
VERO;FALSO;4845;FALSO;VERO;PADOVA;FALSO;HOTEL JUNIOR;www.hotel-junior.it;2 **;FALSO;FALSO;FALSO;49611756;2 **;49611756;FALSO;PADOVA;2;Via Lucindo Faggin;FALSO;info@hotel-junior.it;FALSO;FALSO;FALSO;;35135;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4834;FALSO;VERO;PADOVA;FALSO;HOTEL MIGNON;www.hotelmignonpadova.it;2 **;FALSO;FALSO;FALSO;49661221;2 **;49661722;FALSO;PADOVA;22;Via L. Belludi;FALSO;info@hotelmignonpadova.it;FALSO;FALSO;FALSO;;35123;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;wi-fi;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;ALBERGO;FALSO;05/06/2017
VERO;FALSO;4875;FALSO;VERO;PADOVA;FALSO;HOTEL PACIFICO;www.mestis.it;2 **;FALSO;FALSO;VERO;499455591;2 **;499455591;FALSO;SAN PIETRO IN GU;50;Via Marconi;FALSO;info@mestis.it;FALSO;FALSO;VERO;;35010;VERO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;VERO;VERO;FALSO;ALBERGO;FALSO;04/10/2016
FALSO;FALSO;4794;FALSO;VERO;PADOVA;FALSO;HOTEL TERME LUNA;www.termeluna.it;2 **;VERO;FALSO;FALSO;49793037;2 **;49793133;FALSO;MONTEGROTTO TERME;2;Via Mezzavia;FALSO;info@termeluna.it;FALSO;FALSO;FALSO;;35036;FALSO;FALSO;FALSO;Albergo;;VERO;terme-euganee;VERO;ARIA CONDIZIONATA CON IMPIANTO NON CENTR;FALSO;VERO;;FALSO;VERO;VERO;VERO;FALSO;VERO;VERO;ALBERGO;VERO;15/05/2017
FALSO;FALSO;4660;FALSO;VERO;PADOVA;FALSO;HOTEL TERME REGINA;;2 **;VERO;FALSO;FALSO;498601283;2 **;49812655;FALSO;ABANO TERME;12;V.le delle Terme;FALSO;termeregina@tiscali.it;FALSO;FALSO;FALSO;;35030;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;VERO;VERO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4901;FALSO;VERO;PADOVA;FALSO;HOTEL XIBANA;www.hotelxibana.it;2 **;FALSO;FALSO;FALSO;;2 **;049 9585063;FALSO;TRIBANO;16;P.zza Martiri della Libertà;FALSO;info@hotelxibana.it;FALSO;FALSO;VERO;;35020;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;internet;VERO;VERO;;FALSO;VERO;FALSO;FALSO;VERO;VERO;FALSO;ALBERGO;FALSO;26/05/2017
VERO;FALSO;84940;FALSO;FALSO;PADOVA;FALSO;LA SELCE;www.affittacamerelaselce.it;2 **;FALSO;FALSO;FALSO;429782580;2 **;429782580;FALSO;MONSELICE;1;Via Sottomonte;FALSO;laselce@libero.it;FALSO;FALSO;FALSO;;35043;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;ALBERGO;FALSO;18/09/2015
VERO;FALSO;4703;FALSO;VERO;PADOVA;FALSO;LOCANDA VITTORIA;;2 **;FALSO;FALSO;FALSO;499439259;2 **;0495957104 - 0499430901;FALSO;CARMIGNANO DI BRENTA;74;Via Ospitale;FALSO;loc.vit.rigon@gmail.com;FALSO;FALSO;FALSO;;35010;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;ALBERGO;FALSO;18/09/2015
VERO;FALSO;4690;FALSO;VERO;PADOVA;FALSO;RESIDENCE NUOVO REGINA;;2 **;VERO;FALSO;FALSO;499100909;2 **;049525255 - 0499100942;FALSO;BATTAGLIA TERME;2;Via Veneto;FALSO;hotelresidenceregina@gmail.com;FALSO;FALSO;VERO;;35041;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;FALSO;;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;VERO;VERO;ALBERGO;FALSO;07/11/2016
FALSO;FALSO;4791;FALSO;VERO;PADOVA;FALSO;SPORTING CENTER;www.sportingcenter.it;2 **;VERO;FALSO;FALSO;498911551;2 **;49793400;FALSO;MONTEGROTTO TERME;125;Via Roma;FALSO;info@sportingcenter.it;FALSO;FALSO;VERO;;35036;FALSO;VERO;VERO;Albergo;;FALSO;terme-euganee;VERO;;FALSO;FALSO;;FALSO;VERO;VERO;VERO;FALSO;VERO;VERO;ALBERGO;FALSO;10/03/2016
FALSO;FALSO;4793;FALSO;VERO;PADOVA;FALSO;AI BUONI AMICI;www.hotelaibuoniamici.it;3 ***;VERO;FALSO;FALSO;498910730;3 ***;498910730;FALSO;MONTEGROTTO TERME;11;Via Neroniana;FALSO;info@hotelaibuoniamici.it;FALSO;FALSO;FALSO;;35036;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;VERO;;FALSO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;ALBERGO;FALSO;10/05/2017
FALSO;FALSO;4839;FALSO;FALSO;PADOVA;FALSO;ALBERGO AL SANTO;www.alsanto.it;3 ***;FALSO;FALSO;FALSO;498788076;3 ***;498752131;FALSO;PADOVA;147;Via del Santo;FALSO;alsanto@alsanto.it;FALSO;FALSO;FALSO;;35123;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;VERO;FALSO;;FALSO;FALSO;FALSO;VERO;FALSO;VERO;VERO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4733;FALSO;VERO;PADOVA;FALSO;ALBERGO BARETTA;www.albergobaretta.it;3 ***;FALSO;FALSO;FALSO;498837112;3 ***;0498830392 - 0498830088;FALSO;LEGNARO;1/bis;Via Cavour;FALSO;ristorantebaretta@virgilio.it;FALSO;FALSO;VERO;;35020;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;VERO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;VERO;VERO;ALBERGO;FALSO;18/08/2017
FALSO;FALSO;4717;FALSO;VERO;PADOVA;FALSO;ALBERGO CENTRALE;www.hotelcentraledeste.com;3 ***;FALSO;FALSO;FALSO;429651016;3 ***;429652596;FALSO;ESTE;15;Piazza Beata Beatrice;FALSO;info@hotelcentraledeste.com;FALSO;FALSO;FALSO;;35042;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;VERO;;VERO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;VERO;ALBERGO;FALSO;16/01/2018
FALSO;FALSO;4903;FALSO;VERO;PADOVA;FALSO;ALBERGO CENTRALE;www.hotelcentraleurbana.it;3 ***;FALSO;FALSO;FALSO;;3 ***;442685005;FALSO;URBANA;366;Via Roma;FALSO;roverchiara@centroserviziaziendalisrl.it;FALSO;FALSO;VERO;;35040;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;ALBERGO;FALSO;26/05/2017
FALSO;FALSO;4911;FALSO;VERO;PADOVA;FALSO;ALBERGO RIST. AL CAMPANILE;www.albergoalcampanile.it;3 ***;FALSO;VERO;VERO;499070697;;0499070700 - 0499070357;FALSO;VILLAFRANCA PADOVANA;22 H;Via Ronchi;FALSO;info@albergoalcampanile.it;FALSO;FALSO;FALSO;;35010;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;VERO;VERO;ALBERGO;FALSO;10/02/2014
FALSO;FALSO;4893;FALSO;VERO;PADOVA;FALSO;ALBERGO RISTORANTE ALLA POSTA;www.allaposta.com;3 ***;FALSO;FALSO;FALSO;499929091;3 ***;499925877;VERO;TEOLO;22;Via Roma;FALSO;info@allaposta.com;FALSO;FALSO;FALSO;;35037;FALSO;VERO;FALSO;Albergo;;VERO;terme-euganee;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;ALBERGO;FALSO;23/01/2018
FALSO;FALSO;4742;FALSO;VERO;PADOVA;FALSO;ALBERGO RISTORANTE NAPOLEONE;www.albergoristorantenapoleone.it;3 ***;FALSO;FALSO;FALSO;495720186;3 ***;499395113;FALSO;MASSANZAGO;71;Via Stradona;FALSO;info@albergoristorantenapoleone.it;FALSO;FALSO;FALSO;;35010;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4888;FALSO;VERO;PADOVA;FALSO;ALBERGO RIST. TURETTA;www.albergoturetta.com;3 ***;FALSO;FALSO;FALSO;499925577;3 ***;499925577;VERO;TEOLO;14;Via Castelnuovo;FALSO;info@albergoturetta.com;FALSO;FALSO;FALSO;;35037;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;46704;FALSO;VERO;PADOVA;FALSO;ALBERGO S. ANNA;www.albergo-santanna.it;3 ***;FALSO;FALSO;FALSO;495853122;3 ***;495853122;FALSO;CORREZZOLA;37;Via Giotto;FALSO;info@albergo-santanna.it;FALSO;FALSO;FALSO;;35020;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;ALBERGO;FALSO;05/06/2017
FALSO;FALSO;4850;FALSO;FALSO;PADOVA;FALSO;ALBERGO VERDI;www.albergoverdipadova.it;3 ***;FALSO;FALSO;FALSO;498780175;3 ***;0498364163 - 0498780176;FALSO;PADOVA;7;Via Dondi Dall'Orologio;FALSO;info@albergoverdipadova.it;FALSO;FALSO;VERO;;35139;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;VERO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;VERO;ALBERGO;FALSO;18/09/2015
VERO;FALSO;4822;FALSO;VERO;PADOVA;FALSO;AL CASON;www.hotelalcason.com;3 ***;FALSO;FALSO;FALSO;498754217;3 ***;49662636;FALSO;PADOVA;40;Via Fra Paolo Sarpi;FALSO;info@hotelalcason.com;FALSO;FALSO;VERO;;35138;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;VERO;VERO;ALBERGO;FALSO;14/02/2018
FALSO;FALSO;4992;FALSO;VERO;PADOVA;FALSO;B&B HOTEL PADOVA;www.hotel-bb.com/it/hotel/padova/htm;3 ***;FALSO;FALSO;FALSO;49776795;3 ***;497800233;FALSO;PADOVA;39;Via del Pescarotto;FALSO;padova@hotelbb.com;VERO;FALSO;VERO;;35131;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;ALBERGO;FALSO;20/07/2017
FALSO;FALSO;4729;FALSO;VERO;PADOVA;FALSO;BELVEDERE HOTEL AI COLLI;www.resortbelvedere.it;3 ***;VERO;FALSO;FALSO;499139217;3 ***;499130005;VERO;GALZIGNANO TERME;5;Via Siesa;FALSO;info@resortbelvedere.it;FALSO;FALSO;VERO;;35030;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;VERO;VERO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4631;FALSO;VERO;PADOVA;FALSO;EXCELSIOR;www.terme-excelsior.it;3 ***;VERO;FALSO;FALSO;498669585;3 ***;49667755;FALSO;ABANO TERME;73;Via Marzia;FALSO;info@terme-excelsior.it;FALSO;FALSO;VERO;;35031;FALSO;FALSO;FALSO;Albergo;;VERO;terme-euganee;VERO;Grotta term., Aria condiz. In sala risto;FALSO;VERO;;FALSO;VERO;VERO;VERO;FALSO;VERO;VERO;ALBERGO;VERO;17/03/2017
FALSO;FALSO;4645;FALSO;VERO;PADOVA;FALSO;FIRENZE;www.hotelfirenzeterme.it;3 ***;VERO;FALSO;FALSO;498601639;;498601588;FALSO;ABANO TERME;74;Via Valerio Flacco;FALSO;info@abanotermefirenze.it;FALSO;FALSO;FALSO;;35031;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;VERO;;FALSO;VERO;;FALSO;VERO;VERO;VERO;FALSO;VERO;VERO;ALBERGO;VERO;15/02/2018
FALSO;FALSO;4824;FALSO;VERO;PADOVA;FALSO;HOTEL ALLA FIERA;www.hotelallafiera.com;3 ***;FALSO;FALSO;FALSO;498759088;3 ***;498755094;FALSO;PADOVA;20;Via Ugo Bassi;FALSO;info@hotelallafiera.com;VERO;FALSO;VERO;;35131;FALSO;VERO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;VERO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4697;FALSO;VERO;PADOVA;FALSO;HOTEL ALL'ANTICO GUERRIERO;www.hotelanticoguerriero.com;3 ***;FALSO;FALSO;FALSO;499872341;3 ***;499872340;FALSO;CADONEGHE;75/76;Strada del Santo;FALSO;info@hotelanticoguerriero.com;FALSO;FALSO;VERO;;35010;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;WI-FI;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;ALBERGO;FALSO;23/06/2017
FALSO;FALSO;4817;FALSO;FALSO;PADOVA;FALSO;HOTEL AL PRATO;www.hotelalpratopadova.it;3 ***;FALSO;FALSO;FALSO;498780308;3 ***;49664924;FALSO;PADOVA;54;Prato della Valle;FALSO;info@hotelalpratopadova.it;FALSO;FALSO;FALSO;;35139;FALSO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;ARIA CONDIZIONATA CON IMPIANTO NON CENTR;VERO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;ALBERGO;FALSO;16/11/2015
FALSO;FALSO;4639;FALSO;VERO;PADOVA;FALSO;HOTEL AQUA;www.hotelaqua.it;3 ***;VERO;FALSO;FALSO;498601485;3 ***;498600288;FALSO;ABANO TERME;11;Viale Mazzini;FALSO;info@hotelaqua.it;FALSO;FALSO;VERO;;35031;FALSO;VERO;FALSO;Albergo;;VERO;terme-euganee;VERO;;FALSO;VERO;;FALSO;VERO;VERO;VERO;FALSO;VERO;VERO;ALBERGO;VERO;24/07/2017
FALSO;FALSO;4627;FALSO;VERO;PADOVA;FALSO;HOTEL ATLANTIC TERME;www.atlanticterme.com;3 ***;VERO;FALSO;FALSO;498669188;3 ***;498669015;FALSO;ABANO TERME;66;Via Monteortone;FALSO;info@atlanticterme.com;FALSO;FALSO;FALSO;;35031;FALSO;VERO;FALSO;Albergo;;VERO;terme-euganee;VERO;;FALSO;VERO;;FALSO;VERO;VERO;VERO;FALSO;VERO;VERO;ALBERGO;VERO;09/09/2015
FALSO;FALSO;4827;FALSO;VERO;PADOVA;FALSO;HOTEL AUTOSTRADA;www.hotelautostrada.com;3 ***;FALSO;FALSO;FALSO;49773480;3 ***;49773480;FALSO;PADOVA;5;Via S. Marco;FALSO;info@hotelautostrada.com;VERO;FALSO;FALSO;;35100;VERO;FALSO;FALSO;Albergo;;FALSO;padova;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;VERO;ALBERGO;FALSO;18/09/2015
FALSO;FALSO;4718;FALSO;VERO;PADOVA;FALSO;HOTEL BEATRICE D' ESTE;www.hotelbeatricedeste.it;3 ***;FALSO;FALSO;FALSO;429601957;3 ***;429600533;FALSO;ESTE;2;V.le Rimembranze;FALSO;info@hotelbeatricedeste.it;FALSO;FALSO;VERO;;35042;FALSO;FALSO;FALSO;Albergo;;FALSO;terme-euganee;VERO;;VERO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;VERO;VERO;ALBERGO;FALSO;29/01/2018
