"STAZIONE FS";"AEROPORTO";"CODICE IDENTIFICATIVO";"SALA CONFERENZE";"PARCHEGGIO";"PROVINCIA";"IMPIANTI RISALITA";"DENOMINAZIONE";"SITO WEB";"STELLE";"TERMALE";"ACCESSO AI DISABILI";"PERIFERIA";"FAX";"NUOVA CLASSIFICAZIONE LR11";"TELEFONO";"COLLINARE";"COMUNE";"NUMERO CIVICO";"INDIRIZZO";"SOLARIUM";"EMAIL";"ZONA FIERA";"LAGO";"SPAGNOLO";"INTERNO";"CAP";"AUTOSTRADA";"FITNESS";"GIOCHI BIMBI";"TIPOLOGIA SECONDARIA";"CATEGORIA";"SAUNA";"ZONA";"INGLESE";"ALTRI SERVIZI";"CENTRO STORICO";"ARIA CONDIZIONATA";"LOCALITA";"MARE";"ANIMALI AMMESSI";"PISCINA";"TEDESCO";"CHIUSURA TEMPORANEA";"RISTORANTE";"FRANCESE";"TIPOLOGIA";"PISCINA COPERTA";"DATA ULTIMA MODIFICA"
"Falso";"Falso";"46231";"Falso";"Falso";"VENEZIA";"Falso";"B&B LA CORTE DEI DOGI DI GASPARINI GAIA";"www.lacortedeidogi.com";;"Falso";"Falso";"Falso";;"3 Leoni";"041 2960714 Cell.3454688896";"Falso";"VENEZIA";"2138";"CASTELLO";"Falso";"info@lacortedeidogi.com";"Falso";"Falso";"Vero";;"30122";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"10/07/2017"
"Falso";"Falso";"30498";"Falso";"Falso";"VENEZIA";"Falso";"B&B LA MADONETTA";"www.lamadonetta.com";;"Falso";"Falso";"Falso";"0415287880";"3 Leoni";"3487150360 - 0415287880";"Falso";"VENEZIA";"1440";"San Polo";"Falso";"info@lamadonetta.com";"Falso";"Falso";"Falso";;"30125";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"04/08/2017"
"Falso";"Falso";"103002";"Falso";"Falso";"VENEZIA";"Falso";"B&B LA PORTA ROSSA";"www.laportarossabb.com";;"Falso";"Falso";"Falso";;"2 Leoni";"3311759568";"Falso";"NOALE";"58";"VIA POLANZANI";"Falso";"info@laportarossabb.com";"Falso";"Falso";"Vero";;"30033";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"22/08/2016"
"Falso";"Falso";"105922";"Falso";"Falso";"VENEZIA";"Falso";"B&B LE MARIE";;;"Falso";"Falso";"Falso";;"3 Leoni";"3472399130";"Falso";"VENEZIA";"5845";"CASTELLO";"Falso";"info@bblemarie.it";"Falso";"Falso";"Vero";;"30122";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"29/03/2017"
"Falso";"Falso";"47382";"Falso";"Falso";"VENEZIA";"Falso";"B&B LEONARDO";"www.bebleonardo.com";;"Falso";"Falso";"Falso";;"2 Leoni";"347 6805871";"Falso";"VENEZIA";"3153";"Dorsoduro";"Falso";"info@bebleonardo.com";"Falso";"Falso";"Vero";;"30123";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"12/07/2017"
"Falso";"Falso";"30448";"Falso";"Vero";"VENEZIA";"Falso";"B&B  L'ERBA MATTA";"www.erbamatta.it";;"Falso";"Falso";"Falso";"0421.230397";"2 Leoni";"0421.230397 - 380.5116106";"Falso";"MUSILE DI PIAVE";"6/A1";"VIA SALSI";"Falso";"info@erbamatta.it";"Falso";"Falso";"Falso";;"30024";"Falso";"Falso";"Falso";;;"Falso";"jesolo-eraclea";"Vero";;"Falso";"Falso";;"Vero";"Vero";"Falso";"Vero";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"26/05/2016"
"Falso";"Falso";"86920";"Falso";"Falso";"VENEZIA";"Falso";"B&B MALIBRAN";;;"Falso";"Falso";"Falso";;"3 Leoni";"348-2924292; 041/4762705";"Falso";"VENEZIA";"6034";"CASTELLO";"Falso";"livianasponti@icloud.com";"Falso";"Falso";"Vero";;"30122";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"29/05/2017"
"Falso";"Falso";"30451";"Falso";"Vero";"VENEZIA";"Falso";"B&B MARGHERITA";;;"Falso";"Falso";"Falso";;"3 Leoni";"041 4433641  Cell. 340 7435212";"Falso";"NOALE";"38";"Moniego, via Moniego centro";"Falso";"pesce.ve@gmail.com";"Falso";"Falso";"Falso";;"30033";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"Transfert da/per Stazione Treno gratuito";"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"29/07/2016"
"Vero";"Falso";"61450";"Falso";"Falso";"VENEZIA";"Falso";"B&B MARTA";"www.bbmarta.com";;"Falso";"Falso";"Falso";;"2 Leoni";"3487389907";"Falso";"PORTOGRUARO";"3";"Via G. Boccaccio";"Falso";"bnbmarta@gmail.com";"Falso";"Falso";"Falso";;"30026";"Falso";"Falso";"Falso";;;"Falso";"caorle";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"29/12/2016"
"Falso";"Falso";"123562";"Falso";"Falso";"VENEZIA";"Falso";"B&B MARTINI GIOVANNA";;;"Falso";"Falso";"Falso";;"2 Leoni";"3482308475";"Falso";"VENEZIA";"76";"sant'elena viale 4 novembre";"Falso";;"Falso";"Falso";"Falso";;"30100";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Falso";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"19/04/2016"
"Falso";"Falso";"72761";"Falso";"Falso";"VENEZIA";"Falso";"B&B MICHELANGELO";;;"Falso";"Falso";"Falso";;"3 Leoni";"3472972780";"Falso";"VENEZIA";"1439/A";"DORSODURO";"Falso";"michelangelo.ravagnan@gmail.com";"Falso";"Falso";"Falso";;"30123";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"14/04/2017"
"Falso";"Falso";"53533";"Falso";"Falso";"VENEZIA";"Falso";"B&B NICE VENICE";"www.bbnicevenice.com";;"Falso";"Falso";"Falso";"041614473";"3 Leoni";"3402208604";"Falso";"VENEZIA";"1749";"SAN POLO - CALLE DEI MUTI O BAGLIONI";"Falso";"bbnicevenice@gmail.com";"Falso";"Falso";"Falso";;"30125";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"04/04/2017"
"Falso";"Falso";"199064";"Falso";"Falso";"VENEZIA";"Falso";"B&B ONIGA";;;"Falso";"Falso";"Falso";"041-5649855";"4 Leoni";"3494301592";"Falso";"VENEZIA";"2247 (piano t - 1° piano)";"SAN POLO";"Falso";"ONIGAELISABETTA@LIBERO.IT";"Falso";"Falso";"Falso";;"30125";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"19/02/2018"
"Falso";"Falso";"30556";"Falso";"Falso";"VENEZIA";"Falso";"B&B PALAZZO MOROSINI DALLA SBARRA";"www.lecasedipaola.it";;"Falso";"Falso";"Falso";;"2 Leoni";"+39 041 5224521  Cell.+39 349 5318909";"Falso";"VENEZIA";"2845/A";"Castello, calle del Fontego";"Falso";"bedbre@katamail.com";"Falso";"Falso";"Falso";;"30122";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"13/04/2017"
"Falso";"Falso";"105364";"Falso";"Falso";"VENEZIA";"Falso";"B&B PONTE DEI TRE ARCHI";;;"Falso";"Falso";"Falso";;"3 Leoni";"041-715528";"Falso";"VENEZIA";"655/A";"CANNAREGIO";"Falso";"fulviafra1@gmail.com";"Falso";"Falso";"Falso";;"30121";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"13/04/2017"
"Falso";"Falso";"158122";"Falso";"Falso";"VENEZIA";"Falso";"B&B QUAGGIO ELISA";;;"Falso";"Falso";"Falso";;"3 Leoni";"041 923213";"Falso";"VENEZIA";"4860";"castello";"Falso";"elisaquaggio@gmail.com";"Falso";"Falso";"Falso";;"30100";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Falso";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"20/10/2016"
"Falso";"Falso";"50620";"Falso";"Falso";"VENEZIA";"Falso";"B&B REPUBBLICHE MARINARE";"www.lerepubblichemarinare.com";;"Falso";"Falso";"Falso";;;"0415228795";"Falso";"VENEZIA";"1623";"SAN POLO";"Falso";"pmally@bonbox.com";"Falso";"Falso";"Vero";;"30125";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"27/11/2015"
"Falso";"Falso";"53145";"Falso";"Falso";"VENEZIA";"Falso";"B&B RESIDENZA DE L'OSMARIN";"www.residenzadelosmarin.com";;"Falso";"Falso";"Falso";"041-8842060";"2 Leoni";"347-4501440";"Falso";"VENEZIA";"4960";"CASTELLO";"Falso";"info@residenzadelosmarin.com";"Falso";"Falso";"Falso";;"30122";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"ARIA CONDIZIONATA IN CAMERA - INTERNET- TV-MINIBAR";"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"30/06/2017"
"Falso";"Falso";"99122";"Falso";"Falso";"VENEZIA";"Falso";"B&B RIO MARIN";;;"Falso";"Falso";"Falso";;;;"Falso";"VENEZIA";"914";"SANTA CROCE";"Falso";;"Falso";"Falso";"Falso";;"30135";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"25/01/2018"
"Falso";"Falso";"30543";"Falso";"Falso";"VENEZIA";"Falso";"B&B ROOM IN VENICE";"www.roominvenice.com";;"Falso";"Falso";"Falso";"+39 041 5229510";"2 Leoni";"348 7339096";"Falso";"VENEZIA";"4114/A";"San Marco, calle Sant'Antonio";"Falso";"roominvenice@yahoo.it";"Falso";"Falso";"Vero";;"30124";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"WI-FI -internet-";"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"06/06/2017"
"Falso";"Falso";"80480";"Falso";"Falso";"VENEZIA";"Falso";"B&B SAN DOMENICO - BATELLO UMBERTO";;;"Falso";"Falso";"Falso";;"4 Leoni";"3296425335 - 3333372114";"Falso";"CHIOGGIA";"1177";"Rione Sant'Andrea";"Falso";"ubatello@gmail.com";"Falso";"Falso";"Falso";;"30015";"Falso";"Falso";"Falso";;;"Falso";"chioggia";"Falso";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"04/05/2017"
"Falso";"Falso";"30524";"Falso";"Falso";"VENEZIA";"Falso";"B&B SANDRA";"www.bbalessandra.com";;"Falso";"Falso";"Falso";;"2 Leoni";"041 720957";"Falso";"VENEZIA";"2452";"Cannaregio - CORTE TRAPOLIN";"Falso";"info@bbalessandra.com";"Falso";"Falso";"Falso";;"30121";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"24/05/2016"
"Falso";"Falso";"115625";"Falso";"Falso";"VENEZIA";"Falso";"B&B SANDRINA";;;"Falso";"Falso";"Falso";;"2 Leoni";"3387514515";"Falso";"CONCORDIA SAGITTARIA";"12 INT. 2";"VIA GABRIELA";"Falso";"SANDRINA.DALMAS@GMAIL.COM";"Falso";"Falso";"Falso";;"30023";"Falso";"Falso";"Falso";;;"Falso";"caorle";"Falso";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"03/04/2017"
"Falso";"Falso";"30588";"Falso";"Falso";"VENEZIA";"Falso";"B&B SAN STAE";"www.bb-sanstae.com";;"Falso";"Falso";"Falso";"041 5210626";"2 Leoni";"041 5210626   Cell.339 2832930";"Falso";"VENEZIA";"1861";"Santa Croce, calle del Forno";"Falso";"genovina@virgilio.it";"Falso";"Falso";"Falso";;"30135";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"Wi-FI";"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"18/01/2018"
"Falso";"Falso";"30770";"Falso";"Falso";"VENEZIA";"Falso";"B&B SANTO STEFANO";"wwwbbsantostefano.it";;"Falso";"Falso";"Falso";;"3 Leoni";"333-2353779";"Falso";"VENEZIA";"3450";"San Marco";"Falso";"info@bbsantostefano.it";"Falso";"Falso";"Falso";;"30100";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"INTERNET GRATUITO";"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"26/04/2017"
"Falso";"Falso";"30574";"Falso";"Falso";"VENEZIA";"Falso";"B&B S MARCO";"www.realvenice.it/smarco";;"Falso";"Falso";"Falso";;"2 Leoni";"041 5227589";"Falso";"VENEZIA";"3385/L - piano terzo";"Castello, F.ta S.G.Schiavoni";"Falso";"scurati@gmail.com";"Falso";"Falso";"Vero";;"30122";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"22/08/2016"
"Vero";"Falso";"52753";"Falso";"Vero";"VENEZIA";"Falso";"B&B SUSY";"www.bbdisusy.it";;"Falso";"Falso";"Falso";;"3 Leoni";"0415745018";"Falso";"SALZANO";"29";"BORGO VALENTINI";"Falso";"bbdisusy@gmail.com";"Falso";"Falso";"Falso";;"30030";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"20/12/2017"
"Falso";"Falso";"119462";"Falso";"Falso";"VENEZIA";"Falso";"B&B TESSYHOUSE";"WWW.TESSYHOUSE.COM";;"Falso";"Falso";"Falso";;"2 Leoni";"3286026255";"Falso";"SPINEA";"88";"VIA MATTEOTTI";"Falso";"INFO@TESSYHOUSE.COM";"Falso";"Falso";"Falso";;"30038";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"WI-FI";"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"16/12/2015"
"Vero";"Falso";"30530";"Falso";"Falso";"VENEZIA";"Falso";"B&B TIEPOLO";"www.bebtiepolo.com";;"Falso";"Falso";"Falso";;"3 Leoni";"041 715148";"Falso";"VENEZIA";"1082";"Cannaregio";"Falso";"eleonora.venezia@libero.it";"Falso";"Falso";"Falso";;"30121";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Falso";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"09/11/2017"
"Falso";"Vero";"174983";"Falso";"Falso";"VENEZIA";"Falso";"B&B TISHA";;;"Falso";"Falso";"Falso";;"2 Leoni";"331/2118639";"Falso";"VENEZIA";"180";"via orlanda";"Falso";;"Falso";"Falso";"Falso";;"30100";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Falso";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"27/02/2017"
"Falso";"Falso";"85880";"Falso";"Vero";"VENEZIA";"Falso";"B&B UVAMI";"www.uvami.it";;"Falso";"Falso";"Falso";"0421700297";"3 Leoni";"3394434385";"Falso";"FOSSALTA DI PORTOGRUARO";"13";"Via Marco Polo";"Falso";"bbuvami@gmail.com";"Falso";"Falso";"Falso";;"30025";"Falso";"Falso";"Vero";;;"Falso";"bibione";"Vero";"Internet - biciclette";"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"06/06/2016"
"Falso";"Falso";"97462";"Falso";"Falso";"VENEZIA";"Falso";"B&B VACANZE VENEZIANE";;;"Falso";"Falso";"Vero";;"4 Leoni";"392-1725126";"Falso";"SALZANO";"177/A";"VIA ROMA";"Falso";"vacanzeveneziane21@gmail.com";"Falso";"Falso";"Falso";;"30030";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"21/04/2016"
"Falso";"Falso";"49655";"Falso";"Falso";"VENEZIA";"Falso";"B&B VECIA VENEZIA";"www.veciavenezia.it";;"Falso";"Falso";"Falso";;;"3338184419";"Falso";"VENEZIA";"1333/C";"CANNAREGIO";"Falso";"veciavenezia@yahoo.it";"Falso";"Falso";"Falso";;"30100";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"TV ; zona wi-fi";"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"21/12/2012"
"Falso";"Falso";"30510";"Falso";"Falso";"VENEZIA";"Falso";"BB VENEZIA";"www.bbvenezia.com";;"Falso";"Falso";"Falso";"0452775787";"2 Leoni";"0415200529";"Falso";"VENEZIA";"3";"Calle Bainsizza - Sant'Elena";"Falso";"info@bbvenezia.com";"Falso";"Falso";"Falso";;"30132";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"14/02/2017"
"Falso";"Falso";"62762";"Falso";"Vero";"VENEZIA";"Falso";"B&B VENICE BIG ROOMS";"www.venicebigrooms.it";;"Falso";"Falso";"Falso";"0415010687";;"0415010687";"Falso";"VENEZIA";"59";"VIA CA' SOLARO - FAVARO V.TO";"Falso";"info@bbvenicebigrooms.it";"Falso";"Falso";"Falso";;"30173";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"TV IN CAMERA";"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"23/01/2013"
"Falso";"Falso";"105362";"Falso";"Falso";"VENEZIA";"Falso";"B&B VENICE HOME";"www.venice-home.com";;"Falso";"Falso";"Falso";;"3 Leoni";"3205720711";"Falso";"VENEZIA";"797";"GIUDECCA";"Falso";"info@venice-home.com";"Falso";"Falso";"Vero";;"30133";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"internet wi-fi";"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"25/05/2017"
"Falso";"Falso";"46646";"Falso";"Vero";"VENEZIA";"Falso";"B&B VENICE HOUSE";"www.bb-venicehouse.it";;"Falso";"Falso";"Falso";"049-9386779";"2 Leoni";"329-7324584";"Falso";"NOALE";"27";"via Condotta";"Falso";"info@bbvenicehouse.it";"Falso";"Falso";"Vero";;"30033";"Falso";"Falso";"Vero";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"17/06/2016"
"Falso";"Falso";"74065";"Falso";"Falso";"VENEZIA";"Falso";"B&B VENICE & VENICE";"www.bb-veniceandvenice.com";;"Falso";"Falso";"Falso";;"3 Leoni";"349 1768368";"Falso";"VENEZIA";"5508";"CANNAREGIO";"Falso";"veniceandvenice@gmail.com";"Falso";"Falso";"Vero";;"30121";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"wi-fi internet";"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"01/06/2017"
"Falso";"Falso";"53183";"Falso";"Vero";"VENEZIA";"Falso";"B & B VILLA LISETTA";;;"Falso";"Falso";"Falso";;"4 Leoni";"042151601";"Falso";"SAN DONA' DI PIAVE";"71";"Viale Libertà";"Falso";"villalisetta@libero.it";"Falso";"Falso";"Vero";;"30027";"Falso";"Falso";"Falso";;;"Falso";"jesolo-eraclea";"Vero";;"Vero";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"25/03/2016"
"Falso";"Falso";"45200";"Falso";"Vero";"VENEZIA";"Falso";"B&B VILLA VENEZIA";"www.villavenezia.eu";;"Falso";"Falso";"Falso";;"3 Leoni";"+39 338 1033805";"Falso";"MIRA";"16/D";"via Olmo Spinea";"Falso";"info@villavenezia.eu";"Falso";"Falso";"Falso";;"30034";"Falso";"Falso";"Vero";;;"Falso";"venezia";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"09/01/2018"
"Falso";"Falso";"173145";"Falso";"Falso";"VENEZIA";"Falso";"B&B VISTA SUL CANAL GRANDE";;;"Falso";"Falso";"Falso";;"2 Leoni";"3339644194";"Falso";"VENEZIA";"1265";"santa croce";"Falso";"benvenutiavenezia@gmail.com";"Falso";"Falso";"Falso";;"30100";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"06/02/2018"
"Falso";"Falso";"30540";"Falso";"Falso";"VENEZIA";"Falso";"BED AND BREAKFAST ALL'ORTO";;;"Falso";"Falso";"Falso";;"2 Leoni";"041715420";"Falso";"VENEZIA";"3362";"Cannaregio";"Falso";"info@bballorto.it";"Falso";"Falso";"Falso";;"30100";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"05/06/2017"
"Falso";"Falso";"30438";"Falso";"Vero";"VENEZIA";"Falso";"BED AND BREAKFAST CASA VERENA";"www.casaverena.it";;"Falso";"Falso";"Vero";"041-433733";;"041-433733";"Falso";"MIRANO";"32";"via Taglio Destro";"Falso";"bbcasaverena@gmail.com";"Falso";"Falso";"Falso";;"30035";"Vero";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"21/12/2012"
"Falso";"Falso";"167723";"Falso";"Falso";"VENEZIA";"Falso";"BED AND BREAKFAST LUXURY";;;"Falso";"Falso";"Falso";;"4 Leoni";"3454858459";"Falso";"ANNONE VENETO";"21";"via trento";"Falso";;"Falso";"Falso";"Falso";;"30020";"Falso";"Falso";"Falso";;;"Falso";"caorle";"Falso";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"30/11/2016"
"Falso";"Falso";"46339";"Falso";"Falso";"VENEZIA";"Falso";"BEDANDBREAKFASTVENICE";"www.bedandbreakfastvenice.it";;"Falso";"Falso";"Falso";"0410990942";"2 Leoni";"347 4351065";"Falso";"VENEZIA";"1964";"S. Croce, San Stae";"Falso";"info@bedandbreakfastvenice.it";"Falso";"Falso";"Vero";;"30135";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"WIFI, Aria condiz. nelle camere";"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"01/06/2017"
"Falso";"Falso";"50237";"Falso";"Falso";"VENEZIA";"Falso";"BED&BREAKFAST ALE AND GIULIA";;;"Falso";"Falso";"Falso";"+39 041 5222424";"2 Leoni";"3409401960 - 3479724685";"Falso";"VENEZIA";"522";"CANNAREGIO";"Falso";"klariss84@hotmail.com";"Falso";"Falso";"Vero";;"30100";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";"NOLEGGIO BARCA CON CONDUCENTE";"Vero";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Vero";"BED AND BREAKFAST";"Falso";"04/09/2017"
"Falso";"Falso";"120143";"Falso";"Falso";"VENEZIA";"Falso";"BED & BREAKFAST DA INES";;;"Falso";"Falso";"Falso";;"2 Leoni";"3333835896";"Falso";"MIRANO";"13/8";"via miranese";"Falso";;"Falso";"Falso";"Falso";;"30035";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Falso";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"19/01/2016"
"Falso";"Falso";"106784";"Falso";"Falso";"VENEZIA";"Falso";"BED & BREAKFAST DI GALETTI ANDREA";;;"Falso";"Falso";"Falso";;"2 Leoni";"3338776398";"Falso";"VENEZIA";"2937/B";"DORSODURO";"Falso";"galetti.andrea@hotmail.it";"Falso";"Falso";"Falso";;"30123";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"05/06/2017"
"Falso";"Falso";"30900";"Falso";"Falso";"VENEZIA";"Falso";"BED & BREAKFAST SAN PAOLO";"bedandbreakfastsanpaolo.net";;"Falso";"Falso";"Falso";;;"328-6372661";"Falso";"VENEZIA";"4627";"Cannaregio";"Falso";"bbsanpaolo@yahoo.it";"Falso";"Falso";"Vero";;"30121";"Falso";"Falso";"Falso";;;"Falso";"venezia";"Vero";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"21/12/2012"
